-5,-5,-0.020000,0.707107,0.707107
-5,-4.95,-0.020201,0.710651,0.703545
-5,-4.9,-0.020404,0.714213,0.699929
-5,-4.85,-0.020609,0.717792,0.696258
-5,-4.8,-0.020816,0.721387,0.692532
-5,-4.75,-0.021025,0.724999,0.688749
-5,-4.7,-0.021236,0.728628,0.684910
-5,-4.65,-0.021449,0.732272,0.681013
-5,-4.6,-0.021664,0.735931,0.677057
-5,-4.55,-0.021881,0.739605,0.673041
-5,-4.5,-0.022099,0.743294,0.668965
-5,-4.45,-0.022320,0.746997,0.664827
-5,-4.4,-0.022543,0.750714,0.660628
-5,-4.35,-0.022767,0.754443,0.656365
-5,-4.3,-0.022994,0.758185,0.652039
-5,-4.25,-0.023222,0.761939,0.647648
-5,-4.2,-0.023452,0.765705,0.643192
-5,-4.15,-0.023684,0.769481,0.638669
-5,-4.1,-0.023918,0.773268,0.634080
-5,-4.05,-0.024153,0.777064,0.629422
-5,-4,-0.024390,0.780869,0.624695
-5,-3.95,-0.024629,0.784682,0.619899
-5,-3.9,-0.024869,0.788502,0.615032
-5,-3.85,-0.025111,0.792329,0.610094
-5,-3.8,-0.025355,0.796162,0.605083
-5,-3.75,-0.025600,0.800000,0.600000
-5,-3.7,-0.025846,0.803842,0.594843
-5,-3.65,-0.026094,0.807687,0.589612
-5,-3.6,-0.026344,0.811534,0.584305
-5,-3.55,-0.026594,0.815383,0.578922
-5,-3.5,-0.026846,0.819232,0.573462
-5,-3.45,-0.027098,0.823080,0.567925
-5,-3.4,-0.027352,0.826927,0.562310
-5,-3.35,-0.027607,0.830770,0.556616
-5,-3.3,-0.027863,0.834609,0.550842
-5,-3.25,-0.028120,0.838444,0.544988
-5,-3.2,-0.028377,0.842271,0.539054
-5,-3.15,-0.028635,0.846092,0.533038
-5,-3.1,-0.028893,0.849903,0.526940
-5,-3.05,-0.029152,0.853704,0.520759
-5,-3,-0.029412,0.857493,0.514496
-5,-2.95,-0.029671,0.861269,0.508149
-5,-2.9,-0.029931,0.865031,0.501718
-5,-2.85,-0.030191,0.868777,0.495203
-5,-2.8,-0.030451,0.872506,0.488603
-5,-2.75,-0.030710,0.876216,0.481919
-5,-2.7,-0.030969,0.879905,0.475149
-5,-2.65,-0.031228,0.883573,0.468294
-5,-2.6,-0.031486,0.887217,0.461353
-5,-2.55,-0.031744,0.890835,0.454326
-5,-2.5,-0.032000,0.894427,0.447214
-5,-2.45,-0.032255,0.897990,0.440015
-5,-2.4,-0.032510,0.901523,0.432731
-5,-2.35,-0.032763,0.905024,0.425361
-5,-2.3,-0.033014,0.908490,0.417906
-5,-2.25,-0.033264,0.911922,0.410365
-5,-2.2,-0.033512,0.915315,0.402739
-5,-2.15,-0.033758,0.918669,0.395028
-5,-2.1,-0.034002,0.921982,0.387232
-5,-2.05,-0.034244,0.925252,0.379353
-5,-2,-0.034483,0.928477,0.371391
-5,-1.95,-0.034719,0.931655,0.363345
-5,-1.9,-0.034953,0.934784,0.355218
-5,-1.85,-0.035183,0.937862,0.347009
-5,-1.8,-0.035411,0.940887,0.338719
-5,-1.75,-0.035635,0.943858,0.330350
-5,-1.7,-0.035855,0.946773,0.321903
-5,-1.65,-0.036072,0.949629,0.313377
-5,-1.6,-0.036284,0.952424,0.304776
-5,-1.55,-0.036493,0.955157,0.296099
-5,-1.5,-0.036697,0.957826,0.287348
-5,-1.45,-0.036897,0.960429,0.278524
-5,-1.4,-0.037092,0.962964,0.269630
-5,-1.35,-0.037282,0.965429,0.260666
-5,-1.3,-0.037467,0.967823,0.251634
-5,-1.25,-0.037647,0.970143,0.242536
-5,-1.2,-0.037821,0.972387,0.233373
-5,-1.15,-0.037990,0.974555,0.224148
-5,-1.1,-0.038153,0.976644,0.214862
