-5,-5,-0.009412,0.439845,-0.482069
-5,-4.95,-0.009517,0.440082,-0.485873
-5,-4.9,-0.009626,0.440299,-0.489697
-5,-4.85,-0.009736,0.440496,-0.493540
-5,-4.8,-0.009849,0.440673,-0.497403
-5,-4.75,-0.009965,0.440829,-0.501286
-5,-4.7,-0.010083,0.440965,-0.505188
-5,-4.65,-0.010205,0.441081,-0.509110
-5,-4.6,-0.010329,0.441176,-0.513051
-5,-4.55,-0.010456,0.441250,-0.517013
-5,-4.5,-0.010587,0.441305,-0.520994
-5,-4.45,-0.010720,0.441338,-0.524995
-5,-4.4,-0.010857,0.441352,-0.529016
-5,-4.35,-0.010997,0.441345,-0.533057
-5,-4.3,-0.011141,0.441318,-0.537118
-5,-4.25,-0.011289,0.441271,-0.541200
-5,-4.2,-0.011440,0.441203,-0.545302
-5,-4.15,-0.011595,0.441116,-0.549426
-5,-4.1,-0.011755,0.441008,-0.553570
-5,-4.05,-0.011918,0.440880,-0.557736
-5,-4,-0.012085,0.440733,-0.561925
-5,-3.95,-0.012257,0.440565,-0.566135
-5,-3.9,-0.012433,0.440378,-0.570368
-5,-3.85,-0.012614,0.440171,-0.574624
-5,-3.8,-0.012799,0.439945,-0.578904
-5,-3.75,-0.012989,0.439698,-0.583209
-5,-3.7,-0.013183,0.439432,-0.587538
-5,-3.65,-0.013383,0.439147,-0.591893
-5,-3.6,-0.013588,0.438842,-0.596274
-5,-3.55,-0.013797,0.438517,-0.600683
-5,-3.5,-0.014012,0.438172,-0.605119
-5,-3.45,-0.014232,0.437807,-0.609584
-5,-3.4,-0.014457,0.437423,-0.614079
-5,-3.35,-0.014687,0.437018,-0.618604
-5,-3.3,-0.014922,0.436593,-0.623161
-5,-3.25,-0.015163,0.436148,-0.627751
-5,-3.2,-0.015409,0.435681,-0.632375
-5,-3.15,-0.015661,0.435193,-0.637034
-5,-3.1,-0.015917,0.434683,-0.641730
-5,-3.05,-0.016179,0.434151,-0.646464
-5,-3,-0.016446,0.433596,-0.651236
-5,-2.95,-0.016717,0.433017,-0.656050
-5,-2.9,-0.016994,0.432414,-0.660905
-5,-2.85,-0.017275,0.431786,-0.665804
-5,-2.8,-0.017561,0.431132,-0.670749
-5,-2.75,-0.017850,0.430450,-0.675740
-5,-2.7,-0.018144,0.429739,-0.680779
-5,-2.65,-0.018441,0.428998,-0.685869
-5,-2.6,-0.018742,0.428226,-0.691011
-5,-2.55,-0.019046,0.427421,-0.696206
-5,-2.5,-0.019352,0.426580,-0.701456
-5,-2.45,-0.019659,0.425703,-0.706764
-5,-2.4,-0.019969,0.424787,-0.712130
-5,-2.35,-0.020279,0.423828,-0.717557
-5,-2.3,-0.020589,0.422826,-0.723045
-5,-2.25,-0.020898,0.421777,-0.728598
-5,-2.2,-0.021206,0.420678,-0.734215
-5,-2.15,-0.021511,0.419526,-0.739900
-5,-2.1,-0.021813,0.418317,-0.745652
-5,-2.05,-0.022111,0.417049,-0.751474
-5,-2,-0.022404,0.415716,-0.757367
-5,-1.95,-0.022689,0.414315,-0.763331
-5,-1.9,-0.022967,0.412841,-0.769367
-5,-1.85,-0.023235,0.411291,-0.775477
-5,-1.8,-0.023492,0.409658,-0.781660
-5,-1.75,-0.023737,0.407938,-0.787917
-5,-1.7,-0.023968,0.406125,-0.794248
-5,-1.65,-0.024184,0.404214,-0.800652
-5,-1.6,-0.024381,0.402198,-0.807129
-5,-1.55,-0.024559,0.400072,-0.813677
-5,-1.5,-0.024715,0.397830,-0.820296
-5,-1.45,-0.024848,0.395464,-0.826984
-5,-1.4,-0.024954,0.392968,-0.833738
-5,-1.35,-0.025032,0.390335,-0.840556
-5,-1.3,-0.025080,0.387557,-0.847434
-5,-1.25,-0.025094,0.384628,-0.854370
